"","chinese_id","star","count","name","city","state","latitude","longtitude"
"1007","81350","3.71647509578544","522","Dumpling House Restaurant","Toronto","ON","43.65379","-79.398698"
"1008","3711","3.8","15","Gohyang Restaurant","Toronto","ON","43.6449713","-79.5327411"
"1009","182381","2","5","Tao Canteen","Markham","ON","43.9044139","-79.2681072"
"1010","168096","3.78688524590164","61","China One","Las Vegas","NV","36.2394417","-115.2101202"
"1011","168046","4.19875776397516","161","Azyun Restaurant","Markham","ON","43.8789007047","-79.2611804232"
"1012","52671","4.25","24","Pine Garden Restaurant","Lorain","OH","41.4503616","-82.2040307"
"1013","140679","3.6043956043956","91","Double Ming Chinese Dessert","Scarborough","ON","43.804083","-79.288352"
"1014","112965","4.11111111111111","9","Long's Chinese Food","Calgary","AB","51.0378441","-114.0957488"
"1015","57419","3.43243243243243","74","China A Go Go","Henderson","NV","35.9799471","-115.1003922"
"1016","71689","2.72131147540984","61","100 Degrees Hot Pot","Richmond Hill","ON","43.8454974","-79.3797435"
"1017","134465","3.81818181818182","11","L's Chinese Eatery","Toronto","ON","43.7427493","-79.3085766"
"1018","65765","3.17391304347826","23","Fushing Chinese Restaurant","Harrisburg","NC","35.3206281","-80.6497514"
"1019","67124","2.41176470588235","17","Lin's Buffet","Charlotte","NC","35.349951","-80.8431219"
"1020","58580","3","7","Day and Day Soup","Richmond Hill","ON","43.8440101406","-79.3889759481"
"1021","104586","3.92307692307692","26","Papillon Bleu","Montr®¶al","QC","45.5041659","-73.5582169"
"1022","28853","2.04545454545455","22","Honey-Bee Restaurant","Toronto","ON","43.6705944","-79.2986461"
"1023","28664","3.2","25","Panda Express","Phoenix","AZ","33.6109922273","-111.9963693704"
"1024","143780","4.09259259259259","54","Cool Bar","Las Vegas","NV","36.127655","-115.1979112"
"1025","127967","4.16279069767442","43","Little Hong Kong","North Ridgeville","OH","41.3975673","-81.9949634"
"1026","39077","3.39622641509434","106","Legend Chinese Restaurant","Thornhill","ON","43.804788","-79.420499"
"1027","154974","2.86792452830189","53","Little House HK cafe","Markham","ON","43.8611612385","-79.3107305467"
"1028","127871","3.66666666666667","3","Restaurant Chin-Chow","Montr®¶al","QC","45.5026814","-73.6376751"
"1029","23983","4.18208955223881","670","Fat Choy","Las Vegas","NV","36.1435299","-115.1469733"
"1030","176377","4.28571428571429","14","Good Pho You","Ajax","ON","43.84128","-79.026708"
"1031","120292","3.19101123595506","89","Metro Square Cafe Restaurant","Markham","ON","43.8184356689","-79.3309707642"
"1032","34238","3.25","32","Chiu Chow Boy","Scarborough","ON","43.817639","-79.303908"
"1033","53682","5","7","Wok with Ming","Gilbert","AZ","33.3345115","-111.8048307"
"1034","86117","2.09677419354839","31","Aberdeen Delicatessen","Toronto","ON","43.8039202","-79.2863821"
"1035","70156","3.67857142857143","112","Beijing Chinese Cuisine","Las Vegas","NV","36.0210698681","-115.1192055681"
"1036","109192","2.53435114503817","131","Mandarin Super Buffet","Phoenix","AZ","33.524008","-112.091192"
"1037","50337","4.22222222222222","9","Wings Chinese Restaurant","Mississauga","ON","43.5887636","-79.7232933"
"1038","156901","2.97058823529412","34","Patisserie La Legende","Montr®¶al","QC","45.507348","-73.560264"
"1039","139760","2.61290322580645","31","Hong Kong Restaurant","Charlotte","NC","35.220624","-80.8098575"
"1040","810","3.76744186046512","258","DumplingHaus","Madison","WI","43.071461","-89.452308"
"1041","9832","3.4","10","Le Cristal Chinois","Montr®¶al","QC","45.5286318","-73.7217072"
"1042","119482","4.42857142857143","7","Win Garden","Airdrie","AB","51.2673123","-114.0031099"
"1043","73718","3.2","15","Abacus Inn Chinese Restaurant","Phoenix","AZ","33.3480616","-111.9820214"
"1044","153028","3.60714285714286","28","Grand Chinese Cuisine","Etobicoke","ON","43.6893607","-79.5779635"
"1045","30505","3.3125","16","Shanghai Classic Restaurant","Calgary","AB","51.1282203","-114.0702364"
"1046","6741","3.57575757575758","66","Gourmet Vegetarian Restaurant","Richmond Hill","ON","43.8439761","-79.3892441"
"1047","103814","4.4","10","New Bilan Restaurant","Toronto","ON","43.6570079","-79.37405"
"1048","148249","2.90909090909091","11","Chinese Village Oriental & Western","Calgary","AB","51.0481483","-114.0759872"
"1049","113182","3.54545454545455","11","Citi Wok","Aurora","ON","44.0162779","-79.4472704"
"1050","34365","2.33333333333333","3","Teriyaki Express","East Cleveland","OH","41.523271476","-81.5907681361"
"1051","71704","4","3","Umami Hakka","Toronto","ON","43.7248778","-79.5509265"
"1052","100230","3.66666666666667","3","Zhao Hot Pot Shanxi Gourmet Las Vegas","Las Vegas","NV","36.1277185","-115.2240628"
"1053","161139","3.66666666666667","9","Resto ®¶toile Dumpling","Montr®¶al","QC","45.482167032","-73.630123808"
"1054","89159","3.05555555555556","18","Wok Box","Oshawa","ON","43.4837976031","-79.7170214578"
"1055","103386","2.26027397260274","73","New China","Mesa","AZ","33.4363769927","-111.720919268"
"1056","154481","1.66666666666667","6","Cottage","Charlotte","NC","35.279503","-80.767024"
"1057","35755","3.04347826086957","23","Sunrise Kitchen","Stow","OH","41.165096283","-81.4758834839"
"1058","38432","3.73972602739726","73","Golden Dragon","Glendale","AZ","33.625613","-112.18665"
"1059","109135","2.36363636363636","11","Panda Express","Las Vegas","NV","36.112908","-115.061849"
"1060","133990","2.18181818181818","11","QQ Asian Buffet","Madison","WI","43.1137364","-89.3637805"
"1061","25491","2.125","8","Little Honey Tea Shop","Markham","ON","43.8505186029","-79.3256872147"
"1062","154530","3.8","5","Sunnie Bakery","Markham","ON","43.8593798","-79.3043375"
"1063","191322","2.92307692307692","26","Tampopo","Montr®¶al","QC","45.5268842","-73.5795218"
"1064","100120","4.35714285714286","14","Tang's Asian Bistro","Goodyear","AZ","33.465357","-112.35646"
"1065","78850","2.72727272727273","11","Cottage 2","Charlotte","NC","35.2399323","-80.8980452"
"1066","110171","3.92307692307692","13","Chez Mein","Montr®¶al","QC","45.5150307","-73.5754182"
"1067","99252","3","3","East China Take-Out","Mississauga","ON","43.527594","-79.6753349"
"1068","165794","2.80952380952381","21","Panda Express","Las Vegas","NV","36.115599","-115.102283"
"1069","79165","3.78947368421053","19","Kam Han Szechuan House North","Calgary","AB","51.0323638","-114.0458302"
"1070","111415","1.9","10","China Buffet","Pittsburgh","PA","40.458066","-79.917146"
"1071","34635","3.22222222222222","27","Mon ChiCha Bistro","Montr®¶al","QC","45.497415","-73.577774"
"1072","159140","3.53488372093023","43","Mon Nan","Montr®¶al","QC","45.5085141","-73.5598129"
"1073","71301","4.11666666666667","60","Cuisine AuntDai","Montr®¶al","QC","45.497752","-73.624991"
"1074","73062","4.05","20","Asian Grill","Medina","OH","41.1576214","-81.8612323"
"1075","100422","3.93333333333333","15","J & S Asian Cuisine","Aurora","ON","44.0098656029","-79.4450629503"
"1076","53908","3.6027397260274","73","The Royal Chinese Restaurant","Toronto","ON","43.780344","-79.298788"
"1077","162607","4.03703703703704","27","Asian Cafe","Shaler Township","PA","40.5381139","-79.9619519"
"1078","59451","3.8","15","Liuyishou Hotpot Downtown Toronto","Toronto","ON","43.6517002","-79.3979873"
"1079","179389","4.66666666666667","12","Soyummy Factory","Calgary","AB","51.0501383","-114.0619675"
"1080","46327","3.64242424242424","165","Gold Chef","Chandler","AZ","33.29063715","-111.8406575341"
"1081","91139","4.4","5","Ginger Beef Express","Calgary","AB","51.1348304749","-114.1078643799"
"1082","35001","4.30769230769231","13","Ming's Noodles","Mississauga","ON","43.6038491338","-79.5900587479"
"1083","37948","3.41935483870968","31","The Wokker Restaurant","Etobicoke","ON","43.648896","-79.604506"
"1084","128594","2.375","8","Hi-Ball Restaurant","Calgary","AB","51.0698303","-114.1308673"
"1085","19349","3.76923076923077","13","Tasty Asian Cuisine","Toronto","ON","43.6679251","-79.3857339"
"1086","167610","3.58083832335329","167","Yummy Grill & Sushi","Las Vegas","NV","36.012748241","-115.1193797944"
"1087","30478","2.70588235294118","17","Pick Up Stix","Phoenix","AZ","33.508736","-112.041489"
"1088","111955","3","8","East China","Shaker Heights","OH","41.4642597","-81.5617282"
"1089","68531","4.43243243243243","37","King's - On The Hill","Calgary","AB","51.0587454504","-114.0540491583"
"1090","191014","3.73333333333333","45","Hakka Bro's","North York","ON","43.7544332083","-79.4877773766"
"1091","87981","3.6","20","China House Chinese Restaurant","Wexford","PA","40.6316199","-80.059946"
"1092","127226","2.71428571428571","7","Ming Lou Chinese Restaurant","North York","ON","43.7904326","-79.3656742"
"1093","178515","3.16891891891892","148","Federick","Scarborough","ON","43.7748649843","-79.2409900948"
"1094","42066","3.5","6","Great Wall Chinese Restaurant","Munroe Falls","OH","41.1389899","-81.4387572"
"1095","113338","3.28571428571429","7","Super No1 Chinese Restaurant","North Las Vegas","NV","36.2630128","-115.1805607"
"1096","168651","4.66666666666667","6","Ding Hao Szechuan Cuisine","Oakville","ON","43.4872899","-79.7166186"
"1097","71913","2.4468085106383","47","Cherry Blossom Chinese Restaurant","Charlotte","NC","35.0953817","-80.7780359"
"1098","132316","3.38235294117647","34","Two Penny","Calgary","AB","51.0409809","-114.066177"
"1099","171024","4.33333333333333","3","Asian Garden","White Oak","PA","40.3383835","-79.8067112"
"1100","28816","3.32307692307692","65","Noodle ChaCha","Henderson","NV","36.068756","-115.069468"
"1101","49729","2","4","Winner Bbq","Thornhill","ON","43.8035434","-79.4195738"
"1102","105574","3.44444444444444","9","Red Dragon","Pittsburgh","PA","40.458491","-79.924781"
"1103","84743","3.2962962962963","27","Big Mouth Kee","Richmond Hill","ON","43.8434746","-79.3876864"
"1104","175758","4.15909090909091","44","Amigo","Montr®¶al","QC","45.508069923","-73.5598046176"
"1105","154102","3.66666666666667","18","Sandy's Restaurant","Toronto","ON","43.6855652","-79.3122921"
"1106","96551","3.62962962962963","27","China Lin","Pittsburgh","PA","40.483491","-79.948853"
"1107","117040","4","4","Cuisine AuntDai","Anjou","QC","45.609329","-73.5476517"
"1108","8387","4","11","Caltons Chinese Restaurant","Calgary","AB","51.0965825","-114.0529"
"1109","155924","3.2258064516129","31","Little Sheep Mongolian Hot Pot","Calgary","AB","51.06126","-113.983917"
"1110","97212","3.75","4","Grand China","Las Vegas","NV","36.055414","-115.241332"
"1111","129380","2.91304347826087","46","HAKKA KING","Markham","ON","43.8503529","-79.2541844"
"1112","77022","4.04347826086957","23","Restaurant Hana","Pittsburgh","PA","40.4718139","-79.9598553"
"1113","15561","3.26470588235294","34","Little Macau","Las Vegas","NV","36.1260718","-115.1922452"
"1114","139116","3.20454545454545","44","Garden Gate Restaurant","Toronto","ON","43.6724986","-79.2873733"
"1115","159281","3.75376884422111","199","Qing Hua","Montr®¶al","QC","45.4952446","-73.5809599"
"1116","28135","2","6","New Dynasty Bakery","Toronto","ON","43.7836563","-79.2879344"
"1117","8632","3.81645569620253","158","China A Gogo","Henderson","NV","36.0414027704","-114.9811482995"
"1118","98477","3.26086956521739","23","Rice Bowl","Akron","OH","41.1324547165","-81.5490881494"
"1119","174178","4.1","10","Yummy House","Toronto","ON","43.6695363","-79.3358756"
"1120","92470","2.93103448275862","58","TAO Canteen","Markham","ON","43.904438789","-79.2674774246"
"1121","38595","3.77777777777778","9","Ninja Bowl","Phoenix","AZ","33.68439","-112.103672"
"1122","12119","3.625","32","Lai Lai Express","Charlotte","NC","35.171028","-80.849435"
"1123","69975","3.75","52","Hot Feel","Las Vegas","NV","36.127498","-115.198027"
"1124","9592","2.8695652173913","23","Sugar Marmalade","Vaughan","ON","43.8280793141","-79.537005746"
"1125","179080","2.63414634146341","41","Crop Sticks","Cleveland","OH","41.499964","-81.706625"
"1126","161737","2.75","4","Pho Pho Express","Newmarket","ON","44.0594496","-79.4302897"
"1127","132121","2.72611464968153","157","New Ho King","Toronto","ON","43.6561548","-79.3996914"
"1128","171358","2.859375","64","Miu Garden","Markham","ON","43.8254551","-79.304214"
"1129","2687","2.33333333333333","3","Home Feel Seafood Chinese Restaurant","Toronto","ON","43.798524431","-79.3336882442"
"1130","21516","4.48","50","Lam's Kitchen","Matthews","NC","35.0682163","-80.7006024"
"1131","10360","4.08333333333333","12","Dragon Chinese Restaurant","Phoenix","AZ","33.538144","-112.096976"
"1132","6014","3.19354838709677","31","La Perle","Dollard-des-Ormeaux","QC","45.480052","-73.842803"
"1133","94708","4.33663366336634","101","Cheerful House Chinese Cuisine","Las Vegas","NV","36.1317158681","-115.207305089"
"1134","39388","3.5377358490566","424","Phoenix Palace","Chandler","AZ","33.337253","-111.875338"
"1135","173418","3.31944444444444","72","China Palace","Mesa","AZ","33.436794","-111.706177"
"1136","57035","3.99074074074074","108","Ma Ma Wok","Charlotte","NC","35.048281","-80.8162572"
"1137","153753","4.04255319148936","47","Happy Food","Phoenix","AZ","33.4798487","-112.204039"
"1138","118228","3.78571428571429","42","Day & Night Angus Beef Hot Pot","Richmond Hill","ON","43.8482462711","-79.3826174363"
"1139","171936","2.91891891891892","37","Leslie Cafe","Toronto","ON","43.7915662","-79.3666354"
"1140","125148","3.88888888888889","9","Yen Ching Restaurant","Madison","WI","43.0380618","-89.4515848"
"1141","75661","3.55769230769231","52","Papa Chang's Tea Bistro","Richmond Hill","ON","43.8434745276","-79.3876864761"
"1142","176801","3.67857142857143","28","Yan Can Cook","Markham","ON","43.849789","-79.347349"
"1143","58665","2.4","10","New Dynasty Buffet Restaurant","Calgary","AB","51.0473104672","-113.9900637638"
"1144","96484","3","3","Newland BBQ Square","Scarborough","ON","43.8017275","-79.2948415"
"1145","179667","3.35051546391753","97","New Sky Restaurant","Toronto","ON","43.6554097","-79.3987492"
"1146","110457","3.90909090909091","176","Chou's Kitchen","Tempe","AZ","33.415162","-111.918471"
"1147","124789","2.57142857142857","7","Hibachi-San","Chandler","AZ","33.300694","-111.898327"
"1148","148625","3.27272727272727","55","Lim's Chinese Buffet","Phoenix","AZ","33.6269122","-112.0297986"
"1149","48409","2.91489361702128","47","Emperor Fine Chinese Cuisine","Richmond Hill","ON","43.8503381","-79.4079651"
"1150","162183","3.07142857142857","280","Pacific Seafood Buffet","Glendale","AZ","33.638669","-112.231662"
"1151","135215","3.55555555555556","18","Hakka Village Chinese Restaurant","Brampton","ON","43.6835471","-79.7323635"
"1152","88526","3","5","WB Chinese Cooking","Richmond Hill","ON","43.8439761","-79.3878015"
"1153","97620","3.75","12","Silver Inn Restaurant","Calgary","AB","51.0762324369","-114.0622410146"
"1154","130441","3.99290780141844","141","Sichuan Gourmet","Pittsburgh","PA","40.4389524203","-79.9551590459"
"1155","61263","3.68018018018018","222","Thai BBQ","Las Vegas","NV","36.1129254","-115.2243713"
"1156","178050","3","14","China China Palace","Mississauga","ON","43.6364343","-79.5962486"
"1157","188884","3.85185185185185","216","Asian Wok","Las Vegas","NV","36.2814901165","-115.267638105"
"1158","173798","3.728","125","Amlee Chinese Cuisine","Las Vegas","NV","36.0706957","-115.0911257"
"1159","157417","2.76190476190476","21","Pebble Street Restaurant","Calgary","AB","51.0614764","-113.984632"
"1160","148112","3.0952380952381","84","Oh Dumplings!","Montr®¶al","QC","45.5077477789","-73.5604198821"
"1161","182155","1","3","Nouilles du Chef","Montr®¶al","QC","45.4936720434","-73.5799884796"
"1162","29590","5","3","China One","Gibsonia","PA","40.6079763","-79.9480111"
"1163","163189","4.2","10","Zhen Choo Chinese Restaurant","Pittsburgh","PA","40.414095","-79.855779"
"1164","121215","3.2","15","Red China","Coraopolis","PA","40.518369","-80.166268"
"1165","166756","3.72727272727273","11","Castle Place","Pittsburgh","PA","40.369991","-80.034378"
"1166","110683","2.6875","16","Hai Feng Chinese","Toronto","ON","43.6971428","-79.4435978"
"1167","102287","2.40740740740741","27","Peaktop Restaurant","Markham","ON","43.848365","-79.3487898"
"1168","121127","1.828125","64","Panda Express","Goodyear","AZ","33.4542948","-112.3932206"
"1169","94638","3","3","My Desert Place","Markham","ON","43.8509680847","-79.3515573314"
"1170","83380","4.13793103448276","29","Urban Hakka","Toronto","ON","43.7301910396","-79.4033391774"
"1171","51251","3.375","56","Osaka Japanese & Chinese Restaurant","Cornelius","NC","35.44946","-80.88965"
"1172","41797","3.19090909090909","110","Dynasty Chinese Cuisine","Toronto","ON","43.6710536","-79.3909546"
"1173","84308","3.90909090909091","11","Yip's Kitchen","Toronto","ON","43.6496153","-79.3719866"
"1174","29900","3.89285714285714","28","Modern Wok","Toronto","ON","43.6474686","-79.3839517"
"1175","39681","3.35416666666667","48","Lilly's Thai & Vietnamese Restaurant","Las Vegas","NV","36.1430817","-115.2536257"
"1176","183882","4","4","Pick Up Stix","Phoenix","AZ","33.5838313","-111.9786204"
"1177","56717","4.4733395696913","1069","Shang Artisan Noodle","Las Vegas","NV","36.1148685","-115.2097115"
"1178","130330","3.40804597701149","174","HK Star","Las Vegas","NV","36.1273078","-115.2243612"
"1179","138468","3.39393939393939","33","Cynthia's Chinese Restaurant","Newmarket","ON","44.035087","-79.4756759"
"1180","8182","3.35443037974684","79","China One","Las Vegas","NV","36.0994431805","-115.1176200807"
"1181","136806","2.89320388349515","103","Blue Ocean Cafe","Markham","ON","43.86123","-79.3049625"
"1182","2998","3.1875","16","Orient Express","Middleton","WI","43.0961286","-89.5136731"
"1183","82235","3.57142857142857","175","Little Buddha Restaurant & Sushi Bar","Las Vegas","NV","36.1109751587","-115.2070999146"
"1184","54202","3","7","Chinatown Express Restaurant","Las Vegas","NV","36.1254312","-115.1969657"
"1185","87804","2.76470588235294","34","Panda Express","Chandler","AZ","33.2465672","-111.8426523"
"1186","66089","4.25490196078431","51","Wild Fusion","Brunswick","OH","41.238834","-81.82297"
"1187","157029","3.42268041237113","97","China Tang","Las Vegas","NV","36.1022507","-115.1699679"
"1188","156877","1.66666666666667","6","Panda Express","Mesa","AZ","33.3919522","-111.8619259"
"1189","77388","3.3","10","Golden Bowl Chinese Food","Phoenix","AZ","33.5974201","-112.0123844"
"1190","145005","4.46","50","Green Bites Dumpling & Tea Bar","Brampton","ON","43.6789894","-79.7209262"
"1191","68381","3.11764705882353","34","Singapore Sam's","Calgary","AB","51.0422965","-114.0732242"
"1192","90601","3.175","80","Hunan Coventry","Cleveland Heights","OH","41.5103352","-81.5802826"
"1193","159827","4.57142857142857","7","Lucky Chinese Restaurant","Wexford","PA","40.6230346","-80.0532697"
"1194","172642","3.31543624161074","149","Great Wall Of China South","Charlotte","NC","35.08565","-80.847489"
"1195","172482","3.4375","16","Honeymoon Chinese Restaurant","South Park","PA","40.290431829","-80.028886148"
"1196","130467","3.09090909090909","11","Mizumi Sushi Asian Cuisin","Toronto","ON","43.7909589","-79.4452533"
"1197","49380","2.5","6","Lee Yu Mun Seafood Restaurant","Richmond Hill","ON","43.8605718","-79.3957019"
"1198","124044","2.2","10","Grand Fortune Food Mart","Markham","ON","43.8261449","-79.3044782"
"1199","176368","3.23333333333333","60","Bliss Chinese Cuisine","Mississauga","ON","43.5979036","-79.735232"
"1200","130903","4.27777777777778","18","China Palace Restaurant","Calgary","AB","51.1076972","-114.0638537"
"1201","57613","3.4","65","SpaMassage For You","Tempe","AZ","33.401485","-111.9258153"
"1202","48744","1","6","Hong Kong","Rock Hill","SC","34.9696224","-80.9955999"
"1203","59081","3.7578125","128","Everest Hakka House","Etobicoke","ON","43.6163384","-79.4881324"
"1204","34401","3.89338235294118","272","King & I","Las Vegas","NV","36.138984","-115.284115"
"1205","54490","3.5045871559633","109","Tasty Joe's Asian Diner Chinese Cuisine","Mesa","AZ","33.4365129","-111.684937"
"1206","32217","3.42857142857143","7","Panda Garden","Bethel Park","PA","40.327322","-80.0420148"
"1207","108303","2.8","55","Ru Yi Noodle House","Las Vegas","NV","36.1067731","-115.1721488"
"1208","29825","3.4","10","Oriental Gourmet House","Toronto","ON","43.6509609","-79.3793339"
"1209","46661","3.41666666666667","24","Royal Dragon Chinese Food","Concord","NC","35.3699928877","-80.6640950048"
"1210","98570","3.66666666666667","6","Caribbean Cabana","Markham","ON","43.8414954987","-79.27813299"
"1211","43774","3.34146341463415","41","J'adore Hot Pot","Markham","ON","43.8607259","-79.304713"
"1212","153142","3.18181818181818","11","Le Ming Chuan","Brossard","QC","45.4489241319","-73.4700636467"
"1213","55242","3.72727272727273","11","Jackie Chen Wok","Cleveland","OH","41.4828477","-81.5888412"
"1214","4383","3.07142857142857","14","Bonavista Peking House","Calgary","AB","50.9424531","-114.047124"
"1215","123296","2.91489361702128","94","Kom Jug Yuen Restaurant","Toronto","ON","43.655799","-79.3990373"
"1216","9530","3","17","China Mountain I","Cleveland","OH","41.5531628","-81.5769338"
"1217","18945","3.61538461538462","13","Fantasy Eatery","Toronto","ON","43.8071585","-79.2888634"
"1218","96141","2.85714285714286","21","360 Seahood","Toronto","ON","43.8039075","-79.2870353"
"1219","10373","2.5","22","Panda Express","Las Vegas","NV","36.1576681365","-115.07981135"
"1220","146950","3.94512195121951","328","Boba Hut","Las Vegas","NV","36.0875159","-115.243704"
"1221","53498","3","5","Xin Jing Hua Dimsum Restaurant","Brossard","QC","45.450611","-73.4679599"
"1222","16478","3","13","Soups et Nouilles","Montr®¶al","QC","45.4928324","-73.5804409"
"1223","21581","3.85","20","Hot Duck","Gilbert","AZ","33.3362723","-111.8219235"
"1224","76072","3.05769230769231","104","Marathon Cafe","Richmond Hill","ON","43.8484802246","-79.3778533936"
"1225","79644","4.06818181818182","132","Wonton Chai Noodle","Mississauga","ON","43.5680905685","-79.6663006023"
"1226","13410","2.9","20","Yummy Yummy Express","Brecksville","OH","41.3231411","-81.6260704"
"1227","141110","3.40762463343109","341","Flo's - New Asian Cuisine","Scottsdale","AZ","33.6362090099","-111.921523657"
"1228","81476","3.99624060150376","266","Kawaii Sushi and Asian Cuisine","Glendale","AZ","33.7136149619","-112.2010483593"
"1229","25145","3","20","Rougamo & Noodles","Toronto","ON","43.764168","-79.411373"
"1230","101540","3.375","8","Li's House 1988","Markham","ON","43.8505289","-79.3499071"
"1231","177486","4.07843137254902","102","Ann's Asian Bistro & Bar","Surprise","AZ","33.639932","-112.303818"
"1232","109468","3.87719298245614","57","Bill°Øs Peking House","Calgary","AB","50.9309705023","-114.063760942"
"1233","119134","3.4","5","Lee's Wok","Markham","ON","43.8414416098","-79.3036037446"
"1234","173889","3.22222222222222","18","Wok of the Falls","Olmsted Falls","OH","41.373432","-81.901042"
"1235","83086","3.4","30","Spring China House","North York","ON","43.7638045","-79.3992243"
"1236","83054","4.31578947368421","171","Wild Ginger Asian Bistro","Gilbert","AZ","33.3660444254","-111.7201108107"
"1237","142621","3.44444444444444","108","Lillie's Asian Cuisine","Las Vegas","NV","36.1700398206","-115.1447975636"
"1238","150499","3.6","5","Little King of Kings","Phoenix","AZ","33.451434087","-112.097665802"
"1239","129814","2.73333333333333","15","Long Time No See","Scarborough","ON","43.8105131","-79.3379876"
"1240","174921","3.42307692307692","26","D®¶lice Oriental","Montr®¶al","QC","45.492925","-73.580082"
"1241","14552","3.39705882352941","68","Ming's Noodle Cafe","Scarborough","ON","43.8212036","-79.3045662"
"1242","87214","3.88636363636364","44","Szechuan Cafe","Cleveland","OH","41.5085099","-81.669681"
"1243","40244","3.33333333333333","3","Sorgho Rouge","Montr®¶al","QC","45.4936609","-73.5816079"
"1244","112365","2.58333333333333","12","Pan China Cafe","Charlotte","NC","35.1389319585","-80.934047699"
"1245","13570","3.2","45","Noodle Wok","Mississauga","ON","43.5806901","-79.6494084"
"1246","13884","3.33333333333333","3","La Maison Egg Roll","Verdun","QC","45.4664138","-73.566813"
"1247","57974","2.89473684210526","76","Noodles & Company","Madison","WI","43.0749389","-89.3895566"
"1248","75677","2.8","10","No 1 Chinese Kitchen","Pittsburgh","PA","40.4653138638","-79.8273912137"
"1249","97459","3.63636363636364","11","Golden Moon Palace Restaurant","Phoenix","AZ","33.4516155","-112.0905491"
"1250","117897","4.08510638297872","47","KanBai","Montr®¶al","QC","45.5081443","-73.5614061"
"1251","20757","3.03846153846154","26","Flaming Bull","Toronto","ON","43.6662923","-79.4062449"
"1252","26060","3.125","8","Kai Feng Fu Noodle House","Markham","ON","43.8484979775","-79.3501670659"
"1253","117301","3.64","200","VIP","Madison","WI","43.0570179","-89.49836"
"1254","36329","3.57063711911357","361","House of Gourmet","Toronto","ON","43.6532248","-79.3972469"
"1255","122287","3.28571428571429","7","Lobster House","Scarborough","ON","43.8280433","-79.2875158"
"1256","77325","2.10344827586207","29","Yunan Wok","Phoenix","AZ","33.6409996","-112.0188999"
"1257","13981","3.28571428571429","7","Dumpling Restaurant","Markham","ON","43.860397","-79.303184"
"1258","160096","3.95652173913043","23","Hakka No.1","Brampton","ON","43.710523","-79.683989"
"1259","135945","3.79487179487179","39","Backyard Garden Restaurant","Markham","ON","43.8189308","-79.3306248"
"1260","25556","3.08","25","Hot Wok Express","Urbana","IL","40.1166669","-88.2226294"
"1261","123731","3.5","28","Hing Loon Chinese Ex","Glendale","AZ","33.5380040054","-112.1667643007"
"1262","4878","3.84848484848485","33","Chili King","Madison","WI","43.0608156262","-89.4010070761"
"1263","173088","3.70588235294118","17","Dumplings & Szechuan Cuisine","Toronto","ON","43.7916476156","-79.3127965338"
"1264","12184","3.42372881355932","59","Best China","Peoria","AZ","33.5658435","-112.2528289"
"1265","27915","3.725","80","Bo Bo China","Peoria","AZ","33.587805","-112.247024"
"1266","135920","4","4","Panda Express","Montr®¶al","QC","45.550519","-73.534508"
"1267","80651","3.27272727272727","11","Tasty Noodle House","Markham","ON","43.8483732","-79.348727"
"1268","10955","4.25193798449612","258","Wonton Gourmet & BBQ","Cleveland","OH","41.5089027","-81.6662795"
"1269","121141","3.44117647058824","34","Papa George","Richmond Hill","ON","43.8417053","-79.39686"
"1270","158098","3.4375","48","Sushi Boat","Pittsburgh","PA","40.4415702","-79.9573067"
"1271","79661","3.06329113924051","79","Peking Man Restaurant","North York","ON","43.7712446","-79.3689784"
"1272","43913","3.47154471544715","123","Roll Play","Toronto","ON","43.656977","-79.3815536"
"1273","40737","2","11","Fortunes","Las Vegas","NV","36.1153808","-115.1981452"
"1274","122494","4.25","4","New Asian Delight","Maple Heights","OH","41.414397","-81.536049"
"1275","187490","3.456","125","Henry's Taiwan Kitchen","Tempe","AZ","33.391588","-111.938405"
"1276","77756","3.8","30","XiangXiang Noodle","Las Vegas","NV","36.1255570226","-115.1967729393"
"1277","79453","3.6","25","Panda Express","Glendale","AZ","33.6671314","-112.1870865"
"1278","160748","3","30","Guru's Classic Indian & Chinese Cuisine","Mississauga","ON","43.6086159759","-79.6982041374"
"1279","75158","2.75","8","Wok Stop","Toronto","ON","43.7713472623","-79.1870959403"
"1280","149934","3.375","16","K & K Cafe Restaurant","Richmond Hill","ON","43.8434493791","-79.3908977509"
"1281","173504","3.99378881987578","161","Cravings","Champaign","IL","40.1112203703","-88.2290604075"
"1282","186114","4.1437908496732","153","SK Seafood Restaurant ÑŸ”õ","Las Vegas","NV","36.1261158897","-115.2180899362"
"1283","38701","2.46946564885496","262","Buffet At Asia","Las Vegas","NV","36.1152176","-115.1185529"
"1284","85544","3.75","28","Wing Hing","Peoria","AZ","33.5963809","-112.2198254"
"1285","47760","2.70588235294118","34","Panda Express","Las Vegas","NV","36.1583797","-115.2052869"
"1286","3377","3.5","16","Number One Wok","Champaign","IL","40.1101982","-88.2430455"
"1287","144565","2.72727272727273","22","China Garden","Pittsburgh","PA","40.4589275","-79.9176296"
"1288","135732","3.36619718309859","71","Kenny's Noodle","Scarborough","ON","43.8250960993","-79.3001317978"
"1289","86499","3.8","10","Jamie Express","Markham","ON","43.8254466","-79.3050432"
"1290","63840","2","5","Lin Garden","Lakewood","OH","41.4775975","-81.8112336"
"1291","67385","3.17647058823529","17","Master Mix HotPot","Toronto","ON","43.6522510663","-79.3976421654"
"1292","182974","3.6","15","Bao-Shin To Go","Mississauga","ON","43.574341","-79.6567671"
