"","american_traditional_star","goodforkids","noiselevel","restaurantdelivery","dessert","latenight","lunch","dinner","brunch","breakfast","alcohol","caters","wifi","restaurantstakeout","businessacceptcreditcards","touristy","hipster","romantic","divey","intimate","trendy","upscale","classy","casual","garage","street","validated","lot","valet","restaurantstableservice","restaurantsgoodforgroups","outdoorseating","hastv","bikeparking","restaurantsreservations","restaurantspricerange2","restaurantsattire","businessacceptbitcoin","byappointmentonly","acceptsinsurance","dj","background_music","no_music","jukebox","live","video","karaoke","goodfordancing","coatcheck","happyhour","monday","tuesday","wednesday","thursday","friday","saturday","sunday","wheelchairaccessible","dogsallowed","byobcorkage","drivethru","smoking","agesallowed","corkage","byob","open24hours","restaurantscounterservice"
"1683","3.44444444444444","False","quiet","False",NA,NA,NA,NA,NA,NA,"full_bar","False","no",NA,"True","False","False","True","False","False","False","False","False","False","False","False","False","True","False",NA,"True","True","True",NA,"True","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1684","4.9375",NA,NA,"True",NA,NA,NA,NA,NA,NA,"full_bar",NA,NA,"False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","False","False","True","False","True",NA,"True","False","True","True",NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1685","4.27350427350427","True","average","False","False","False","True","False","True","True","None","False","free","True","True","False","False","False","False","False","False","False","False","True","False","False","False","True","False",NA,"True","False","True","True","True","1","casual","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1686","4.33333333333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1687","2.58333333333333","True","quiet","False","False","False","True","True","False","False","None","False","no","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","True","False","True","False","1","casual","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True",NA,NA,NA,NA,NA,NA
"1688","3.38709677419355","True","average","False","False","False","False","False","True","True","None","False","no","True","True","False","False","False","False","False","False","False","False","True","False","False","False","True","False",NA,"True","False","False","True","False","1","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1689","3.25806451612903","True","average","False",NA,NA,NA,NA,NA,NA,"None","False","no","True","True","False","False","False","None","False","False","False","False","False","False","False","False","True","False",NA,"True","False","True","True","False","1","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'yes_free'",NA,NA,NA,"False",NA,NA,NA
"1690","3.39010989010989","True","average","True","False","False","True","True","False","False","None","True","no","True","True","False","False","False","False","False","False","False","False","True","False","False","False","True","False",NA,"True","False","True","True","False","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1691","4.33333333333333","True",NA,"False",NA,NA,NA,NA,NA,NA,"full_bar",NA,NA,"True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,"True","False",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1692","2.75510204081633","True","average","False","False","False","True","False","True","True","None","False","free","True","True","False","False","False","False","False","False","False","False","True","False","False","False","True","False",NA,"True","False","False","False","False","1","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA
"1693","4.07932692307692","True","average","False","False","False","True","True","False","False","full_bar","True","free","True","True","False","False","False","False","False","False","False","False","True","False","False","False","True","False",NA,"True","False","True","True","True","2","casual","False",NA,NA,"False","False","False","False","False","False","False","False",NA,NA,"False","False","True","True","True","False","False",NA,NA,"no","False",NA,NA,NA,NA,NA,NA
"1694","3.53846153846154","True","average","False","False","False","False","True","False","False","full_bar","False","no","True",NA,"False","False","False","False","False","False","False","False","True","False","False","False","True","False","True","True","True","True","True","True","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False",NA,NA,NA,NA,NA,NA,NA,NA
"1695","3.22222222222222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1696","4.14285714285714","True","quiet","True","False","False","False","False","False","True","None","True","free","True","True","False","False","False","False","False","False","False","False","True","False","True","False","True","False","True","True","False","True","True","True","2","casual","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1697","3.48076923076923","False","average","False",NA,NA,NA,NA,NA,NA,"full_bar","False","free","False",NA,"False","False","False","False","False","False","False","True","False","False","True","False","False","True",NA,"True","True","False","False","True","3","dressy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1698","3.55725190839695","False","loud",NA,"False","False","False","False","False","False","full_bar","False","free","True","True","False","False","False","False","False","False","False","False","True","False","True","False","False","False",NA,"True","True","True","True",NA,"2","casual",NA,NA,NA,"True","False","False","False","True","False","False",NA,NA,NA,"False","False","False","True","True","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1699","2.5","False","very_loud","False",NA,NA,NA,NA,NA,NA,"full_bar",NA,NA,NA,"True","True","False","False","False","False","False","False","False","False","True","False","False","False","False",NA,"True","False","True","False","False","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1700","2.16666666666667","True","quiet","False","True","False","False","False","False","False","None","False","no","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False","False","False","1","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA
"1701","2.28571428571429","True","average","False","False","False","False","False","False","True","full_bar",NA,"no","True",NA,"False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,"True","True","True","True","True","True","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1702","4.03571428571429","True","average","False","False","False","False","True","False","False","full_bar","True","no","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","True","True","False","True","True","True","4","casual",NA,NA,NA,"False","False","False","False","False","False","False","False",NA,"False",NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,"no",NA,NA,NA,NA,NA
"1703","4.21739130434783","False","loud","False","False","True","True","True","False","False","full_bar","True","free","True","True","False","False","False","None","False","False","False","False","False","False","False","False","True","False",NA,"True","True","True","True","False","1","casual","False",NA,NA,"False","False","False","False","False","False","False","False",NA,NA,"False","False","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1704","2.8974358974359","True","average","True","True","False","True","False","True","True","full_bar","True","free","True",NA,"False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","True","True","True","True","True","2","casual",NA,NA,NA,"False","True","False","False","False","False","False","False","False","True",NA,NA,NA,NA,NA,NA,NA,"True","False",NA,NA,"no",NA,NA,NA,NA,NA
"1705","3.84615384615385","True",NA,"False","False","False","False","False","False","False","None",NA,"no","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","False",NA,"False","False","False","False","True","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1706","3.32558139534884","False",NA,NA,NA,NA,NA,NA,NA,NA,"full_bar",NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","False","False","True","False",NA,NA,NA,NA,"True",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1707","3.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","False","False","None","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,"casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1708","2.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1709","2.50909090909091","True","average","False","False","False","True","False","False","False","full_bar","True","no","True","True","False","False","False","False","False","False","False","False","True","False","False","False","True","False",NA,"True","True","True","False","False","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA
"1710","2.78350515463918","True","average","False","False","False","True","True","True","True","None","False","free","True","True","False","False","False","False","False","False","False","False","True","False","False","False","True","False",NA,"True","False","True","True","False","1","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1711","3.27586206896552","True","average","False","False","False","False","False","False","False","full_bar",NA,"free","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","True","True","True","True","2","casual",NA,NA,NA,"False","True","None","False","False","False","False","False","False","True",NA,NA,NA,NA,NA,NA,NA,"True","True",NA,"False","outdoor",NA,NA,NA,NA,NA
"1712","2.35526315789474","True","average","False","False","False","False","False","False","False","full_bar",NA,"free","True","True","False","False","False","False","False","False","False","False","False","True","False","False","False","False","True","True","True","True","True","True","2","casual",NA,NA,NA,"False","None","None","None","None","None","None","False","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA
"1713","4","True",NA,"False",NA,NA,NA,NA,NA,NA,"full_bar","False","free","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","True","False","True","False",NA,"True","True","True","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1714","3.25","True",NA,"True",NA,NA,NA,NA,NA,NA,"None",NA,NA,"True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","False","False","True","False",NA,"True","False","False",NA,"True","1","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1715","2.36170212765957","True","average","False",NA,NA,NA,NA,NA,NA,"full_bar","True","free","True","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False",NA,"True","False","True","True","True","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1716","4.1063829787234","True","average","False",NA,NA,NA,NA,NA,NA,"None","False","no","True","True","False","False","False","None","False","False","False","False","False","False","False","False","True","False",NA,"True","True","True","True","False","1","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1717","4.06976744186047","False","loud","False","False","False","False","False","False","False","full_bar","False","free","True","True","False","False","False","None","False","False","False","False","False","False","True","False","False","False",NA,"True","True","True","True","False","1","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1718","4.66666666666667","True",NA,"False",NA,NA,NA,NA,NA,NA,"None","True","free","True",NA,"False","False","False","None","False","False","False","False","False",NA,NA,NA,NA,NA,"False","True","False","False",NA,"False","1","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1719","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1720","3.3","True","average","True","False","False","False","False","False","True","full_bar","True","free","True",NA,"False","False","False","False","False","False","False","False","False","False","True","False","False","False","True","True","False","True","False","True","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False",NA,NA,NA,NA,NA,NA,NA,NA
"1721","3.01204819277108","True","average","False","False","False","False","False","True","True","None","True","free","True","True","False","False","False","False","False","False","False","False","True","False","False","False","True","False",NA,"True","True","False","True","False","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1722","2.5607476635514","True","average","False","True","False","True","True","False","False","full_bar","False","free","True","True","False","False","False","False","False","False","False","False","True","False","False","False","True","False","True","True","False","True","True","False","2","casual",NA,NA,NA,"False","False","False","False","False","False","False","False",NA,"True","True","False","False","True","False","True","False",NA,NA,NA,"False","no",NA,NA,NA,NA,NA
"1723","3.06976744186047","True","average","False",NA,NA,NA,NA,NA,NA,"full_bar","True","no","True","True","False","False","False","False","False","False","False","False","True","False","False","False","True","False",NA,"True","True","True","True","False","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1724","4.55056179775281","False","average","False","False","True","True","True","False","False","full_bar","False","free","True","True","False","False","False","False","True","False","False","True","True","False","False","False","True","False","True","True","False","True","True","False","1","casual","False",NA,NA,"False","False","False","False","False","False","False","True","False","True","True","False","False","False","False","True","True","True","False",NA,NA,"yes",NA,NA,NA,NA,NA
"1725","2.375","True","average","False",NA,NA,NA,NA,NA,NA,"None","False","no","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,"True","True","False","True","False","1","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA
"1726","2.66666666666667","True","average","False",NA,NA,NA,NA,NA,NA,"full_bar","False",NA,"True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,"True","True","True",NA,"False","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1727","3.63636363636364","True","average","False","False","False","True","True","True","True","beer_and_wine","False","free","True","True","False","False","False","False","False","False","False","False","True","True","False","False","False","True",NA,"True","False","False","True","False","1","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1728","2.22222222222222","True","average","False","False","False","True","False","False","False","full_bar","False","free","True","True","False","False","False","False","False","False","False","False","True","False","False","False","True","False","False","True","False","True","True","False","2","casual",NA,NA,NA,"False","False","False","False","False","False","False","False","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA
"1729","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1730","2","True",NA,"False","False","False","False","False","False","False",NA,NA,NA,"True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","True","False","False","False","1","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1731","3.59375","False","loud","False",NA,NA,NA,NA,NA,NA,"full_bar","False","free","True",NA,"False","False","False","None","False","False","False","False","True","False","True","False","False","False",NA,"True","True","True","True","True","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1732","3.10810810810811","False","loud","False",NA,NA,NA,NA,NA,NA,"full_bar","False",NA,"True","True","False","False","False","False","False","False","False","False","False","False","False","False","True","False",NA,"True","True","True",NA,"True","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1733","2.2","True","average","False","False","False","False","False","False","False","None",NA,"no","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","False","False","1","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1734","3.41666666666667","True","average","False","False","True","True","False","False","False","full_bar","False","no","True","True","False","False","False","False","False","False","False","False","True","False","False","False","True","False",NA,"True","False","True","False","False","2","casual",NA,NA,NA,"False","False","False","False","False","False","False","False","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA
"1735","2.57142857142857","False",NA,"False","False","False","False","False","False","False",NA,NA,"free","True","True","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,"True","False","True","False",NA,"2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1736","3.45833333333333","False","average","False",NA,NA,NA,NA,NA,NA,"full_bar","True","free","True","True","False","False","False","False","False","False","False","False","True","False","True","False","True","False",NA,"True","True","True","True","True","2","casual","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1737","3.52247191011236","True","average","True","True","False","True","True","True","False","full_bar","True","free","True","True","False","False","False","False","False","False","False","False","True","False","True","False","True","False","True","True","True","True","True","True","2","casual",NA,NA,NA,"False","None","None","None","None","None","None","False","False","True","False","False","False","False","True","True","True","True","True",NA,NA,"no",NA,NA,NA,NA,NA
"1738","2.66666666666667","False","average","False",NA,NA,NA,NA,NA,NA,"full_bar",NA,"no","True",NA,"False","False","False","None","False","False","False","False","False",NA,NA,NA,NA,NA,NA,"True","True","True",NA,"True","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1739","4.08074534161491","False","average","False","True","True","False","True","False","False","full_bar","True","free","True","True","False","False","False","False","False","False","False","False","True","False","False","False","True","False",NA,"True","True","True","True","True","2","casual","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","False","False","True","True","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1740","3","True","very_loud",NA,"False","False","False","False","False","False","full_bar","True",NA,"True",NA,"False","False","False","None","False","False","False","False","True","False","True","False","False","False","True","True","True","True","True","True","2","casual",NA,NA,NA,"True","False","None","False","True","False","True","True","False","False","False","False","False","False","True","True","True",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA
"1741","3.52380952380952","False","loud","True",NA,NA,NA,NA,NA,NA,"full_bar","True","free","True","True","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","True","True","True","True","False","2","casual","False",NA,NA,"False","False","False","False","True","False","False","False","False","True","False","False","False","False","True","False","False","True","False",NA,NA,"outdoor",NA,NA,NA,NA,NA
"1742","4.55555555555556","True","quiet","False","False","False","False","False","False","False","full_bar",NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1743","3.33333333333333","True","average","False","True","True","True","True","False","False","full_bar","False","no","True","True","False","False","False","False","False","False","False","False","True","False","False","False","True","False",NA,"True","False","True","True","False","2","casual",NA,NA,NA,"False","False","False","False","False","False","False",NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1744","4.07142857142857","True","average","False","False","False","True","False","True","True","None","True","no","True","True","False","False","False","None","False","False","False","False","False","False","False","False","True","False",NA,"True","False","True","True","True","1","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1745","4.14876033057851","False","average","True","False","False","True","True","False","False","full_bar","False","free","True","True","False","False","False","False","False","False","False","False","True","False","False","False","True","False","True","True","False","True","False","False","1","casual","False",NA,NA,"False","False","False","False","False","False","False",NA,"False","True","False","False","False","False","True","True","True","True","False",NA,NA,"yes",NA,NA,NA,NA,NA
"1746","3.10144927536232","False","average","False",NA,NA,NA,NA,NA,NA,"full_bar","False","free","True","True","False","False","False","False","False","False","False","False","True","False","False","False","True","False",NA,"True","True","True","True","False","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","True","True","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1747","3.4375","True","quiet","False",NA,NA,NA,NA,NA,NA,"full_bar","True","free","True",NA,"False","False","False","None","False","False","False","False","False","False","True","False","False","False",NA,"True","True","False","True","True","4","dressy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1748","3.03284671532847","True","quiet","True","False","True","True","False","False","False","full_bar","False","free","True",NA,"False","False","False","None","False","True","False","False","False","False","True","False","False","False","True","True","False","True","True","True","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1749","3.68817204301075","False","average","False","False","True","True","True","False","False","full_bar","False","free","True",NA,"False","False","False","False","False","False","False","False","True","True","True","False","False","False","True","True","True","True","False","True","2","casual",NA,NA,NA,"None","None","None","False","None","None","None","False","False","True","True","False","False","False","True","True","False","True",NA,NA,"False","outdoor",NA,NA,NA,NA,NA
"1750","3.9504132231405","False","average","False","False","False","False","True","False","False","full_bar","False","no","False","True","False","False","False","False","False","False","False","True","False","True","False","False","False","True",NA,"True","False","False","False","True","3","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1751","2.33333333333333",NA,"average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","True","True",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1752","2.25","True",NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"False","False","False","None","False","False","False","False","False",NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,"True","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1753","4.41666666666667","True","None","True","False","False","False","False","False","False","None","True","free","True",NA,"False","False","False","None","False","False","False","False","False","False","False","False","True","False",NA,"False","False","False","False","False","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1754","2.97368421052632","True","average","True","False","False","True","True","False","False","full_bar","True","free","True","True","False","False","False","False","False","False","False","False","True","False","False","False","True","False",NA,"True","True","True","True","True","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'yes_free'",NA,NA,NA,"False",NA,NA,NA
"1755","3.50357142857143","True","loud","True","False","False","True","True","False","False","full_bar","True","free","True","True","False","False","False","False","False","False","False","False","True","False","False","False","True","False","True","True","True","True","True","False","2","casual",NA,NA,NA,"False","False","False","False","False","False","False","False","False","True","False","False","True","False","False","False","False","True",NA,NA,"False","outdoor",NA,NA,NA,NA,NA
"1756","3.77777777777778","False",NA,"False",NA,NA,NA,NA,NA,NA,"full_bar",NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","False","True",NA,"False","2","casual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
