"","american_traditional_id","star","count","name","city","state","latitude","longtitude"
"1268","31248","3.17857142857143","28","The Trough Bar & Grill","Mesa","AZ","33.4151134","-111.6302233"
"1269","11732","2.79310344827586","29","Recess Charlotte","Charlotte","NC","35.2255865","-80.8247296"
"1270","172196","3.74861878453039","724","The Montauk","Scottsdale","AZ","33.4997287","-111.9264687"
"1271","162272","2.59375","64","Denny's","Tempe","AZ","33.3847097769","-111.9260132965"
"1272","63613","4","4","Cook Out","Concord","NC","35.396075","-80.612061"
"1273","46725","3.26373626373626","91","Smokey Bones Bar & Fire Grill","Robinson Township","PA","40.4506374455","-80.1605859492"
"1274","182040","3.12903225806452","31","Red Lobster","Cuyahoga Falls","OH","41.162537","-81.474183"
"1275","74631","2.76470588235294","17","Moxie's Grill & Bar","Calgary","AB","50.9066235","-114.0672874"
"1276","105045","3.66265060240964","83","Boneyard Grill","Thornhill","ON","43.8105093112","-79.4542329743"
"1277","94524","2.25","4","Harvey's","Montr¨¦al","QC","45.5036066","-73.6371624"
"1278","29495","2.7","10","Sunset Terrace at Lakeview","Lorain","OH","41.4623718","-82.1943848"
"1279","76775","4.02406417112299","374","T Cook's","Phoenix","AZ","33.5045359155","-111.9689169742"
"1280","78160","3.30952380952381","42","Streets of New York","Phoenix","AZ","33.5972754","-112.0142656"
"1281","2422","3.1063829787234","47","Fatburger","Tempe","AZ","33.4259647","-111.9402513"
"1282","161236","3.83333333333333","6","Arizona Club","Phoenix","AZ","33.451334","-112.073153"
"1283","10658","4.08189655172414","696","Bandera","Scottsdale","AZ","33.492381","-111.9259469"
"1284","49837","4.32142857142857","28","The Maids' Cottage","Newmarket","ON","44.0530859","-79.4572518"
"1285","188204","3.86265060240964","415","Ruth's Chris Steak House","Scottsdale","AZ","33.5392596581","-111.9226410985"
"1286","188508","3","13","Eggsmart","Scarborough","ON","43.7619427208","-79.2958563566"
"1287","183698","2.5","6","Harvey's","Etobicoke","ON","43.7348874","-79.6022411"
"1288","116813","2.71739130434783","92","IHOP","Phoenix","AZ","33.5993034","-111.987298"
"1289","67456","2.8463768115942","345","Tilted Kilt Pub & Eatery","Las Vegas","NV","36.1173843209","-115.170322225"
"1290","84850","4.07920792079208","101","The Courtyard Cafe","Brecksville","OH","41.3189361","-81.6240265"
"1291","129179","4.2","5","Preeti's PiTT","Pittsburgh","PA","40.4560728337","-79.9768844186"
"1292","161625","3.19178082191781","73","Red Robin Gourmet Burgers","North Olmsted","OH","41.4171323","-81.9010405"
"1293","73419","4.13559322033898","118","Home Plate Grill & Bar","Las Vegas","NV","36.0573465","-115.1755301"
"1294","116773","3.93506493506493","231","Crackers & Co Cafe","Mesa","AZ","33.4397457","-111.7358478"
"1295","7718","2.59550561797753","89","IHOP","Surprise","AZ","33.63909","-112.35442"
"1296","65993","2.66666666666667","12","Affy's Premium Grill","Scarborough","ON","43.7225834","-79.2888483"
"1297","16479","2.92857142857143","14","Cameo Lounge","Woodbridge","ON","43.7692946","-79.5563488"
"1298","6056","3.94017094017094","234","Lakes Lounge","Las Vegas","NV","36.1384195034","-115.2842541231"
"1299","164352","2.26865671641791","67","Popeyes Louisiana Kitchen","Peoria","AZ","33.6095153","-112.2380996"
"1300","135100","3.625","8","Restaurant Fiesta Bar And Grill","Mesa","AZ","33.3840564","-111.8756294"
"1301","159604","3.80487804878049","41","Dutch Country Restaurant","Middlefield","OH","41.462912","-81.106283"
"1302","131694","4.24","100","Mayworth's Public House","Cramerton","NC","35.2357602","-81.072555"
"1303","6384","2.64705882352941","17","Swiss Chalet Rotisserie & Grill","Mississauga","ON","43.5497754","-79.7175984"
"1304","185087","2.33333333333333","3","Element Lounge and Restaurant","Toronto","ON","43.7572489","-79.5279929"
"1305","17991","2.16","25","Applebee's Grill + Bar","Cleveland","OH","41.461461","-81.689881"
"1306","10608","2.48571428571429","35","Fox News Sky Box","Phoenix","AZ","33.4346825157","-111.9944036007"
"1307","119171","3.88571428571429","35","Monona Garden Family Restaurant","Monona","WI","43.0466095","-89.3402121"
"1308","123543","3.64556962025316","79","Texas Roadhouse","Willoughby","OH","41.60434","-81.438285"
"1309","31587","3.02020202020202","99","Moxie's Grill & Bar","Mississauga","ON","43.5933270528","-79.6444008328"
"1310","75024","3.44444444444444","18","Pt's Place","Las Vegas","NV","36.0991195","-115.2999582"
"1311","90127","4.10283687943262","282","Country Club","Las Vegas","NV","36.12672","-115.163553"
"1312","136497","4.16666666666667","36","BurgerIM","Las Vegas","NV","36.2967860416","-115.2884050301"
"1313","58688","4.44715447154472","123","Murphy's Kitchen & Tap","charlotte","NC","35.2302322317","-80.8472118527"
"1314","19103","4.66423357664234","274","The Chicken Shack","Boulder City","NV","35.972837","-114.848771"
"1315","121028","2.84615384615385","26","Applebee's Grill + Bar","Pittsburgh","PA","40.449253","-80.161891"
"1316","182174","3.83333333333333","6","Mom's Place","Calgary","AB","51.0380697391","-113.9622512576"
"1317","113580","4.33333333333333","3","Birdy's Restaurant","Pittsburgh","PA","40.4539914","-79.8955548"
"1318","178949","2.84415584415584","77","American Burger Co.","Charlotte","NC","35.22547","-80.848544"
"1319","28032","2.98165137614679","109","Denny's","Toronto","ON","43.6553706487","-79.384432286"
"1320","39108","3.35897435897436","117","Walnut Grill-Wexford","Wexford","PA","40.6372548737","-80.0634463756"
"1321","184371","3.71428571428571","7","Highland Corner Grill","Madison","WI","43.0723117","-89.4278898"
"1322","31524","2.76923076923077","13","Golden Goblet","Monroeville","PA","40.4426506","-79.7138333"
"1323","34877","4.42967457253172","1813","Egg Works","Las Vegas","NV","36.0719180321","-115.1172133228"
"1324","175632","2","8","Old Whedon Grille","Hudson","OH","41.2426896","-81.4405978"
"1325","81433","2.75","8","Dub's Family Grill & Bar","Mesa","AZ","33.380378","-111.666182"
"1326","81464","3.4","5","East End Caf¨¦","Pittsburgh","PA","40.4481638","-79.8984078"
"1327","12378","3.54807692307692","104","Fuddruckers","Tempe","AZ","33.351139","-111.9634733"
"1328","168589","4.09090909090909","99","Matty G's Steakburgers","Mesa","AZ","33.4375232","-111.7886214"
"1329","67640","2.16666666666667","6","Phoenix All-stars Sports Bar & Grill","Phoenix","AZ","33.4348335266","-112.0140457153"
"1330","175318","3.45538461538462","650","Miller's Ale House - Las Vegas","Las Vegas","NV","36.0661824639","-115.1752875465"
"1331","127947","2.81818181818182","33","Quaker Steak & Lube","Medina Township","OH","41.1632528157","-81.8629302084"
"1332","124234","2.33333333333333","9","Strongsville Cafe & Restaurant","Strongsville","OH","41.3154813","-81.8353329"
"1333","54267","3.52380952380952","42","Hurricanes Roadhouse Restaurant","Toronto","ON","43.6612107","-79.4286119"
"1334","132009","2.68","25","Native New Yorker","Goodyear","AZ","33.4523409","-112.394066"
"1335","137861","3.06422018348624","109","Symposium Cafe Restaurant & Lounge","North York","ON","43.7712472","-79.4131377"
"1336","8352","1.25","4","Wendy's","Toronto","ON","43.8020587","-79.1981619"
"1337","13479","3.21428571428571","14","Boardwalk Hotel & Casino","Las Vegas","NV","36.106004","-115.1742387"
"1338","172381","4.48275862068965","29","Local Play Yard Bar & Grill","Chandler","AZ","33.3506971","-111.8430441"
"1339","14443","2.46153846153846","26","4th Street Bar & Grill","Cleveland","OH","41.4995555","-81.6899323"
"1340","166454","2.3","20","Mbrgr","Toronto","ON","43.6455372","-79.3942406"
"1341","165870","2.88461538461538","26","Sonic Drive-In","Phoenix","AZ","33.466177","-112.063227"
"1342","88078","3.71428571428571","7","Fanattics","Pittsburgh","PA","40.4378464","-79.9193365"
"1343","47262","3.11111111111111","9","Connections","Madison","WI","43.1177825","-89.3220736"
"1344","115131","3.41818181818182","165","Primanti Bros","Pittsburgh","PA","40.428491","-79.979277"
"1345","151592","3.43529411764706","85","Burger Joint","Goodyear","AZ","33.4522278452","-112.3916702472"
"1346","122127","4.18333333333333","120","Mike's Bar & Grille","Berea","OH","41.3691253","-81.8527615"
"1347","65780","3.42424242424242","99","Tom's Tavern","Phoenix","AZ","33.448424817","-112.0748020516"
"1348","176648","4.09336250911743","1371","BabyStacks Cafe","Las Vegas","NV","36.1136354358","-115.2614379354"
"1349","70513","2.36585365853659","41","Popeyes Louisiana Kitchen","Phoenix","AZ","33.5673085589","-112.0742917734"
"1350","134222","2.28048780487805","164","Dave & Buster's","Concord","NC","35.371099","-80.7242634"
"1351","143358","3.80606060606061","165","Keegan's Grill","Phoenix","AZ","33.5107927","-112.0153503"
"1352","114160","3.6375","80","Brennan's Fish House","Grand River","OH","41.742478","-81.281914"
"1353","29693","2.86268656716418","335","Tilted Kilt Pub & Eatery","Phoenix","AZ","33.447459","-112.072807"
"1354","107056","3.8578431372549","204","Famous Toastery","Charlotte","NC","35.310253","-80.749391"
"1355","121724","3.02857142857143","210","Sonic Drive-In","Las Vegas","NV","36.1160328488","-115.1973661931"
"1356","115078","3.57142857142857","7","Hunting Lodge II","Finleyville","PA","40.2523759","-80.0039305"
"1357","182987","3.94736842105263","38","Bunny's Tavern","Urbana","IL","40.1131915","-88.2083041"
"1358","709","4.33333333333333","6","Saveur Soleil","Montr¨¦al","QC","45.5267707","-73.5584808"
"1359","152991","2.5","4","52nd Street Tap & Grill","Brampton","ON","43.692986","-79.744879"
"1360","102791","1.83333333333333","12","Sonic Drive-In","Tolleson","AZ","33.4506426","-112.2657116"
"1361","151628","3.7","20","Ordinary Joe's","Pittsburgh","PA","40.490298497","-79.904355316"
"1362","36200","3.24290220820189","317","The Cheesecake Factory","Las Vegas","NV","36.1661416","-115.1563999"
"1363","82880","2.17241379310345","29","Coco's Family Restaurant","Phoenix","AZ","33.600271","-111.985242"
"1364","136843","2.42307692307692","26","Max & Erma's","McMurray","PA","40.2652038","-80.129052"
"1365","65308","3.89655172413793","29","The Huddle","Pittsburgh","PA","40.4091358","-80.0248767"
"1366","69393","3.84033613445378","119","Lot 17","Pittsburgh","PA","40.4625722","-79.9501679"
"1367","93417","2.91666666666667","24","Chuck's Roadhouse Bar And Grill","Brampton","ON","43.6956133081","-79.7486011622"
"1368","98750","1","3","Sgt. Peppers Pub & Grill","Ajax","ON","43.8536511","-79.0079066"
"1369","185707","2.86725663716814","113","Denny's","Phoenix","AZ","33.5094973533","-112.0652896818"
"1370","93694","2.19424460431655","139","Popeyes Louisiana Kitchen","Henderson","NV","36.0329719","-115.0464833"
"1371","124976","3.06666666666667","30","East Coast Wings & Grill","Waxhaw","NC","34.9552617","-80.7591402"
"1372","75635","3.4390243902439","41","John's Diner","Lakewood","OH","41.4832464","-81.8257066"
"1373","26815","4.66666666666667","3","Putter's Pub and Event Center","Medina","OH","41.1352644106","-81.6929146337"
"1374","53414","3.09090909090909","44","Red Lobster","Pittsburgh","PA","40.5193925","-80.0042754"
"1375","82786","3.67241379310345","58","Rippington's","Waxhaw","NC","34.9244434","-80.7441553"
"1376","121500","3","9","The Bagel Cafe","Las Vegas","NV","36.1590987","-115.3376537"
"1377","63677","1.83333333333333","6","Swiss Chalet Rotisserie & Grill","Stouffville","ON","43.9670910878","-79.2706495353"
"1378","131707","2.62745098039216","102","Promenade Cafe","Las Vegas","NV","36.1757918","-115.2907964"
"1379","92700","2.21052631578947","19","Hooters","Gastonia","NC","35.2569737","-81.1133585"
"1380","83143","3.40909090909091","22","Hot Stone Grill","Cornelius","NC","35.447409","-80.891425"
"1381","127497","3.57766990291262","206","Raising Cane's","Phoenix","AZ","33.4799388","-111.9883724"
"1382","166489","3.82142857142857","140","TJ's Pizza & Wings","Scottsdale","AZ","33.6400518","-111.9605718"
"1383","149889","2.81818181818182","22","Tony Roma's","Las Vegas","NV","36.1443082166","-115.1456908329"
"1384","65345","3.32432432432432","37","Willows Restaurant","Scottsdale","AZ","33.454265","-111.885738"
"1385","50130","2.93478260869565","46","Kramer's Bar & Grill","Toronto","ON","43.698613","-79.396484"
"1386","13743","3.61","100","Texas Roadhouse","Brooklyn","OH","41.4246092","-81.7383189"
"1387","169390","3","20","Cafe Azul","Mesa","AZ","33.4202305748","-111.828472428"
"1388","124698","3.41666666666667","36","Beachcliff Tavern","Rocky River","OH","41.4816285","-81.8354956"
"1389","162966","4.49347826086957","460","The Smoke Pit","Concord","NC","35.4219555","-80.6144356"
"1390","190734","3.3429203539823","904","Mr. Lucky's 24-7","Las Vegas","NV","36.1091","-115.154526"
"1391","187135","4.14893617021277","47","Nouveau Bistro & Lounge","Concord","OH","41.6647396","-81.2414081"
"1392","179116","3.14285714285714","28","Boston Market","Matthews","NC","35.1364937","-80.7157677"
"1393","116724","3.21875","64","Addiction Restaurant","Las Vegas","NV","36.107456","-115.154103"
"1394","97424","3.1","30","Denny's","Whitby","ON","43.869999","-78.911725"
"1395","123010","3.91774891774892","462","Barque Smokehouse","Toronto","ON","43.6480097","-79.4496592"
"1396","125585","2.57142857142857","35","Grandma's Kitchen","Mesa","AZ","33.414848","-111.8402658"
"1397","174522","3.30962343096234","239","Camelot Steakhouse","Las Vegas","NV","36.0986438265","-115.1753811344"
"1398","104482","3.65789473684211","38","Nied's Hotel","Pittsburgh","PA","40.4833186","-79.9498249"
"1399","107400","3.16666666666667","6","Harvey's","Richmond Hill","ON","43.8954733","-79.4436085"
"1400","84326","1","3","PFK","Greenfield Park","QC","45.496704","-73.482987"
"1401","43624","3.796875","64","Charlie's Down Under","Las Vegas","NV","36.1950777","-115.2596338"
"1402","13925","4.51351351351351","37","Loch & Quay","Toronto","ON","43.6384582","-79.3906356"
"1403","73435","4.75","4","Licklider's Deli & Grill","Las Vegas","NV","36.098467","-115.148375"
"1404","173659","3.19354838709677","62","Bonnie's Bar and Grill","Fairview Park","OH","41.4375486","-81.8734521"
"1405","77100","2.16666666666667","12","Rpm's Wings and Things","Bridgeville","PA","40.3660051","-80.1063793"
"1406","94397","3.01449275362319","69","Wando's","Madison","WI","43.0733802","-89.3959202"
"1407","43790","3.18181818181818","121","Tilted Kilt Pub & Eatery","Paradise Valley","AZ","33.5981075","-111.9789241"
"1408","153263","4.33333333333333","3","O'Charley's","Huntersville","NC","35.440108","-80.86732"
"1409","39890","3.84199134199134","462","Boulders On Broadway","Tempe","AZ","33.4077021","-111.9475535"
"1410","48695","1.62121212121212","66","Long Wongs","Phoenix","AZ","33.4797165824","-112.2193210438"
"1411","32994","3.3036303630363","303","Cold Beers & Cheeseburgers","Phoenix","AZ","33.5193516","-112.0645419"
"1412","52440","3.83850931677019","161","Laguna Pool House & Kitchen","Las Vegas","NV","36.1141275","-115.1965118"
"1413","132334","4.07803468208092","692","Seasons 52","Phoenix","AZ","33.5104706939","-112.0266086496"
"1414","37159","4.59459459459459","37","L'Entre-Pots","Montr¨¦al","QC","45.538894","-73.5823941"
"1415","62603","1.42857142857143","7","Swiss Chalet Rotisserie & Grill","Newmarket","ON","44.0674178967","-79.4318446787"
"1416","85389","3.12820512820513","39","The Brass Tap","Rock Hill","SC","34.982919","-80.972714"
"1417","53610","3.88793103448276","116","California Pizza Kitchen at The Park","Las Vegas","NV","36.103232","-115.175263"
"1418","148081","3.17307692307692","52","Max & Erma's","Middleburg Heights","OH","41.3741547","-81.8241043"
"1419","186236","3.2","60","Kosta and Vic's Family Restaurant","Parma","OH","41.3511384","-81.7579791"
"1420","188745","3.8","10","Putter's Charleston","Las Vegas","NV","36.1580745","-115.0469235"
"1421","119469","3","26","The Mill Bar & Grill","Unionville","ON","43.8649716","-79.3104886"
"1422","189052","3.3","10","Bilbo's Bar & Grill","North Las Vegas","NV","36.263093","-115.20662"
"1423","45309","3.61538461538462","39","Saddle N Spurs Saloon","Las Vegas","NV","36.2023801","-115.2232141"
"1424","111612","3.63888888888889","108","Mel's Diner","Phoenix","AZ","33.4633663","-112.0975957"
"1425","37500","3.73287671232877","146","Desert Eagle Brewing Company","Mesa","AZ","33.4154149","-111.8359217"
"1426","160276","3.33333333333333","3","Coppertop at Cherokee Hills","Valley City","OH","41.2368626","-81.8929545"
"1427","32760","4.02156334231806","3339","Mesa Grill","Las Vegas","NV","36.1171245659","-115.174792707"
"1428","115436","3.125","16","Jake's Lounge","Cleveland","OH","41.5015268044","-81.6942304148"
"1429","157865","3.3125","32","Dukes Rib House & Grille","Pittsburgh","PA","40.3939438279","-80.0632630227"
"1430","38843","4.42857142857143","7","McCool's Bar & Grill","Chandler","AZ","33.3202337","-111.9265734"
"1431","84239","3.4","5","Sammy's Pin High Pub","Bridgeville","PA","40.3409749","-80.1410217"
"1432","111395","4.3310502283105","438","Squeeze In","Las Vegas","NV","36.0957104","-115.2982684"
"1433","46130","2.59955257270694","447","Rainforest Caf¨¦","Las Vegas","NV","36.1086615706","-115.1721414893"
"1434","58544","2.43835616438356","73","Ruby Tuesday","Charlotte","NC","35.139143","-80.9082346"
"1435","159427","4.75","4","T's Fat Parrot","Charlotte","NC","35.335627","-80.922953"
"1436","166190","3.21052631578947","19","Spring Garden Restaurant","Mount Horeb","WI","43.0100284","-89.7317237"
"1437","31990","3.56028368794326","141","Vine Tavern & Eatery","Tempe","AZ","33.348714","-111.9266829"
"1438","168296","4.01214574898785","247","Killingtons Restaurant & Pub","Huntersville","NC","35.4090885","-80.8605753"
"1439","20410","4.14285714285714","532","Wildfish Seafood Grille","Scottsdale","AZ","33.5020036166","-111.9280350208"
"1440","124005","3.5","4","O'Brien's Grille & Pub","Coraopolis","PA","40.4956613","-80.2564525"
"1441","183887","2.4375","16","Sonic Drive-In","Gilbert","AZ","33.3348667","-111.8041366"
"1442","127235","3.64426877470356","253","Heck's Cafe","Cleveland","OH","41.4841292","-81.7082646"
"1443","54792","3.77777777777778","9","V Calgary Downtown Bankers Hall","Calgary","AB","51.04491","-114.0692559"
"1444","116264","3.3","30","Springers","Stoughton","WI","42.979387","-89.2437829"
"1445","73074","3.15151515151515","33","Shoxs Billiard Lounge","Toronto","ON","43.6653114","-79.4635943"
"1446","12213","3.8","5","Arizona Native Frybread","Mesa","AZ","33.414702","-111.800614"
"1447","47801","3.20454545454545","88","Chimera Golf Club","Henderson","NV","36.0794171","-114.9665651"
"1448","38064","3.32173913043478","345","Cold Beers & Cheeseburgers","Scottsdale","AZ","33.676327438","-111.9232928753"
"1449","161019","3.85714285714286","7","Boston Market","Mentor","OH","41.6793791","-81.3049109"
"1450","3497","3.61672473867596","287","Z Tejas","Tempe","AZ","33.4245625","-111.9409053"
"1451","126091","3.92178770949721","179","Overlook Grill","Las Vegas","NV","36.110133","-115.173883"
"1452","104913","3","17","Angelo's Pizza & Grill","Rouses Point","NY","44.9832840757","-73.3683259164"
"1453","30090","2.82352941176471","17","Barney's Boathouse","Tempe","AZ","33.422317","-111.936052"
"1454","64537","1.74193548387097","31","IHOP","Madison","WI","43.1301675","-89.30644"
"1455","146409","4.38018433179723","434","Mochiko Chicken","Las Vegas","NV","36.1487348","-115.2099431"
"1456","140418","4.26007326007326","273","Jackson's Bar & Grill","Las Vegas","NV","36.115196","-115.224077"
"1457","64683","2.07843137254902","51","Denny's","Phoenix","AZ","33.4797521363","-112.1121995151"
"1458","49253","3.33333333333333","12","Harvey's & Swiss Chalet Combo","Scarborough","ON","43.7730667478","-79.3217573762"
"1459","75003","2.4","25","St. Louis Bar & Grill","Toronto","ON","43.6782674","-79.3470562"
"1460","100522","3.9608938547486","179","Savor Cafe & Catering","Charlotte","NC","35.2294013","-80.8641978"
"1461","67711","2.12903225806452","31","Wild Wing","Markham","ON","43.8951816","-79.2652445"
"1462","147127","2.46456692913386","127","Applebee's Grill + Bar","Phoenix","AZ","33.6407934","-112.1178845"
"1463","26149","3.19166666666667","120","Sharky's Tacos & Tequila","Tempe","AZ","33.3771903","-111.9520135"
"1464","58909","2.3695652173913","46","Martin O'Grady Irish Pub & Grill","Madison","WI","43.0612817","-89.511733"
"1465","127355","2.8","5","St Louis Bar & Grill","Vaughan","ON","43.785639","-79.6252078"
"1466","155186","4.52777777777778","36","Parka Food Co","Toronto","ON","43.6484934","-79.3981133"
"1467","31385","3.525","40","Arabica","Willoughby","OH","41.640026","-81.40682"
"1468","65495","3.51923076923077","52","Prairie","Pittsburgh","PA","40.4644499381","-79.9325708672"
"1469","171189","4.375","24","Oakhurst Grill","Charlotte","NC","35.1966343","-80.7906021"
"1470","187254","3.8","5","Just Fresh Kitchen Bistro","Matthews","NC","35.1168131","-80.7236804"
"1471","53888","2.90909090909091","33","Ruby Tuesday","Champaign","IL","40.1437944","-88.2583963"
"1472","156930","4.46048109965636","291","The Steamie Weenie","Henderson","NV","36.0297483369","-115.0859351851"
"1473","71803","2.39606741573034","356","Rainforest Cafe","Tempe","AZ","33.3835762068","-111.9652497963"
"1474","91372","2.83333333333333","12","Nickel's Deli and Bar","Montr¨¦al","QC","45.5395329","-73.6100815"
"1475","149939","3.32984293193717","191","Wolfley's Neighborhood Grill","Phoenix","AZ","33.677102","-111.975283"
"1476","81720","3.89261744966443","149","Grace Garden","Gilbert","AZ","33.3790857","-111.7418075"
"1477","166088","3.75","16","Wild Grill","Henderson","NV","36.0049569","-114.9413506"
"1478","154896","2.17647058823529","51","Denny's","Champaign","IL","40.1432615061","-88.2547938824"
"1479","191448","3.2","20","Buffalo Wild Wings","Mesa","AZ","33.3904462","-111.8553658"
"1480","87309","1.92307692307692","104","Steak ¡¯n Shake","Munhall","PA","40.4134446","-79.9044468"
"1481","166852","4.57309941520468","171","Loving Hut Tempe","Tempe","AZ","33.4214672","-111.945216"
"1482","79687","3.84210526315789","19","Mulligans Sports Bar & Grille","Fort Mill","SC","34.996728911","-80.966778025"
"1483","81444","5","4","Lady Luck MTS Bar & Grill","Cleveland","OH","41.5716627","-81.5435792"
"1484","47235","4.28047337278107","845","Big B's Texas BBQ","Henderson","NV","36.003414165","-115.1175117865"
"1485","133966","3.16071428571429","56","BRGR 9","Cleveland","OH","41.49815","-81.700249"
"1486","132181","4.31185031185031","481","Metro Diner","Las Vegas","NV","36.055487","-115.243422"
"1487","95911","3.34177215189873","79","Eli's American Grille","Scottsdale","AZ","33.583122","-111.9293283"
"1488","53951","3.66666666666667","15","Rudy's Subs","Monroeville","PA","40.4454887","-79.7130409"
"1489","53033","1.375","8","City of Bridges Cafe","Pittsburgh","PA","40.4957722","-80.2413113"
"1490","27594","3.33333333333333","3","Warriach Bar and Grill","Brampton","ON","43.7596151914","-79.715867697"
"1491","182324","3.87272727272727","220","Village Tavern","Charlotte","NC","35.15475","-80.836843"
"1492","20984","3.46511627906977","43","Rib Eye Jack's Ale House","Mississauga","ON","43.5983489052","-79.7372379899"
"1493","100304","3.94444444444444","18","Ewn's 2","Phoenix","AZ","33.406920954","-112.0379489288"
"1494","110481","2.79310344827586","58","Moxie's Grill & Bar","Toronto","ON","43.764826","-79.4127798"
"1495","81099","2","5","Arby's","Denver","NC","35.4454946","-80.9969706"
"1496","36055","2.94230769230769","52","The Grille Inside The Golden Nugget","Las Vegas","NV","36.1691036","-115.1441195"
"1497","34366","4.25","8","Swiss Chalet Rotisserie & Grill","Mississauga","ON","43.5466327","-79.5933174"
"1498","180807","2.58974358974359","39","Pt's Pub","Las Vegas","NV","36.100368","-115.139525"
"1499","10871","3.4203821656051","157","Cracker Barrel Old Country Store","Phoenix","AZ","33.6817121","-112.114006"
"1500","77130","2.9375","16","Montana's BBQ & Bar","Mississauga","ON","43.594732","-79.788843"
"1501","155861","4.66666666666667","3","7 Senses","Pittsburgh","PA","40.4536691","-79.8984105"
"1502","55195","3.3","20","Johnny's","Wilmerding","PA","40.3927887","-79.8100605"
"1503","39375","2.39130434782609","46","Steak ¡¯n Shake","Champaign","IL","40.0949728803","-88.245852"
"1504","167323","3.66197183098592","71","Bonefish Grill","Westlake","OH","41.4624403","-81.9513079"
"1505","99932","3.34615384615385","52","16th Street Sports Bar & Grill","Phoenix","AZ","33.5318417","-112.0479816"
"1506","160570","3.66666666666667","45","Bruneaux","Sewickley","PA","40.5413022","-80.1813819"
"1507","176392","3.47826086956522","23","Stacy's Smokehouse BBQ","Scottsdale","AZ","33.5820579","-111.9289958"
"1508","29291","4.59183673469388","49","Bri","Phoenix","AZ","33.471983","-112.0648"
"1509","85516","3.89550387596899","3225","Holsteins","Las Vegas","NV","36.109842","-115.174603"
"1510","77840","3.01851851851852","54","Dan Marino's Fine Food & Spirits","Las Vegas","NV","36.1245963217","-115.1465865767"
"1511","145518","3.33333333333333","3","Oasis","Cleveland","OH","41.4882232612","-81.6661321454"
"1512","83123","3.69583333333333","480","Blueberry Hill Family Restaurant ","Las Vegas","NV","36.1149483","-115.2075811"
"1513","140617","2.52941176470588","17","Eat'n Park","Tarentum","PA","40.569987","-79.8036939"
"1514","37626","3.05882352941176","17","JJ's Red Hots - Uptown","Charlotte","NC","35.2252005","-80.8473796"
"1515","43779","3.45","120","Tempe Tavern","Tempe","AZ","33.4150057","-111.9085132"
"1516","107982","3.48","25","Tropical Smoothie Cafe","Mesa","AZ","33.4672621838","-111.6845548153"
"1517","168857","3.41463414634146","41","Smashburger","Charlotte","NC","35.1703766","-80.8512498"
"1518","174098","2.37777777777778","90","Red Lobster","Concord","NC","35.3707988","-80.7157677"
"1519","117536","2.696","250","Farmer Boys","Las Vegas","NV","36.2710057","-115.2643925"
"1520","150936","3.87589928057554","556","Deluca's Diner","Pittsburgh","PA","40.4515431","-79.9837258"
"1521","49597","3.41772151898734","79","First Watch","Scottsdale","AZ","33.7977743","-111.9292094"
"1522","32204","4.14516129032258","186","Jade Grille","Pittsburgh","PA","40.3805957","-80.0448481"
"1523","184824","3.33333333333333","18","Harry Buffalo","North Olmsted","OH","41.415273","-81.905333"
"1524","85885","4","17","Selkirk Grille","Calgary","AB","50.9827798713","-114.1015947294"
"1525","64967","3.78048780487805","369","Jardin","Las Vegas","NV","36.1287446859","-115.1642415255"
"1526","146872","2.47826086956522","23","Max & Erma's","Westlake","OH","41.46284","-81.9532672"
"1527","54839","4.33333333333333","6","Back Burner Bar & Grill","Coraopolis","PA","40.5193303","-80.1666945"
"1528","152867","3.64912280701754","285","My Big Fat Greek Restaurant","Tempe","AZ","33.4246763733","-111.9398508957"
"1529","183930","4","3","Harvey's Restaurants","Brampton","ON","43.6792664","-79.7170258"
"1530","36676","3.26315789473684","19","Denny's","Calgary","AB","51.1262270191","-114.2073304651"
"1531","23775","2.88888888888889","9","Swiss Chalet Rotisserie & Grill","Toronto","ON","43.7269871","-79.3414943"
"1532","105939","3.96363636363636","55","Hole 'n One","Sun City West","AZ","33.6550266","-112.3534643"
"1533","15635","4.75471698113208","53","Flowing Tide Pub 6","Las Vegas","NV","36.1045481","-115.2074885"
"1534","159037","3.51724137931034","174","Handlebar J","Scottsdale","AZ","33.5832099","-111.9276099"
"1535","121891","3.27272727272727","33","The Woodshed Restaurant","Stanley","NC","35.358043","-81.095126"
"1536","134608","4.13333333333333","15","Main Depot Tavern","Madison","WI","43.0672802","-89.392125"
"1537","20048","2.71428571428571","7","Lava Lounge","Madison","WI","43.073384","-89.3951189"
"1538","84134","3.47058823529412","34","Red Lobster","Pittsburgh","PA","40.3383533547","-79.9520596927"
"1539","76104","3.90909090909091","33","Steve's Hot Dogs Diner","Cleveland","OH","41.4303616","-81.7332512"
"1540","171773","2.41666666666667","36","Flo Bar & Lounge","Charlotte","NC","35.302143","-80.7477477"
"1541","17380","4.01806684733514","1107","Spago by Wolfgang Puck","Las Vegas","NV","36.118831","-115.175638"
"1542","48193","2.6","5","Burger Betty's","Phoenix","AZ","33.511332","-112.06434"
"1543","10078","2.83333333333333","6","The Smith Restaurant and Bar","Calgary","AB","50.933957023","-114.069256559"
"1544","53264","3.84644194756554","267","Local Loaf","Charlotte","NC","35.2277591","-80.8381993"
"1545","155456","3.875","8","Freedom Family Restaurant","Charlotte","NC","35.2435973","-80.8961522"
"1546","13852","3.28070175438596","57","Texas Roadhouse","Pittsburgh","PA","40.5620812755","-80.0259171054"
